Sample Location,Ship Date,Sample,Project,Collection_Date,Sub-Location,Band,SPECIES,AGE,SEX,Mass(g),Wing,Culmen,Tarsus,BCI (1-5),Swab collected,IAV Matrix PCR,H5 2344 PCR,Isolation,Subtype,Single/Mix,LPAI/HPAI,CleavageSite,H5N1 Genotype,Blood Collected,NP_value_0.5threshold,NP_result,H5_SN,H5_result,Comments,MDZoonotics,SWABS,B,C,E,F,RBC,ENCOUNTER,"FULL/PARTIAL
SAMPLE","ENCOUNTERED
IN PREVIOUS
SEASON?",PrevBlood/EVial,PrevbELISA
"Sent to UMass, e vials to URI",1/14/26,MDP472,Poplar Waterfowl,11/25/25,7,2497-33250,ABDX,HY,F,1000,265,50.6,43.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP473,Poplar Waterfowl,11/25/25,7,2497-33251,ABDX,HY,M,1120,278,53.1,46.2,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP474,Poplar Waterfowl,11/25/25,1B,2497-33102,ABDX,AHY,M,1450,292,53.7,44.6,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,12/10/24,,
"Sent to UMass, e vials to URI",1/14/26,MDP475,Poplar Waterfowl,11/25/25,1B,2497-33252,ABDX,AHY,M,1150,294,54.6,47,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP476,Poplar Waterfowl,11/25/25,1B,2227-24516,MALL,AHY,M,1250,290,54.1,44.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,"2/20/25, 11/14/25",,
"Sent to UMass, e vials to URI",1/14/26,MDP477,Poplar Waterfowl,11/25/25,1B,2497-33253,ABDU,AHY,F,1150,268,53.2,45.9,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP478,Poplar Waterfowl,11/25/25,1B,2497-33255,MALL,AHY,M,1200,284,54.9,43.7,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP479,Poplar Waterfowl,11/25/25,1B,2497-33254,MALL,AHY,M,1300,284,53.8,45.1,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP480,Poplar Waterfowl,11/25/25,1B,2497-33257,MALL,AHY,M,1250,283,50.8,46.7,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP481,Poplar Waterfowl,11/25/25,1B,2497-33256,MALL,AHY,M,1100,290,53.5,43.5,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP482,Poplar Waterfowl,11/25/25,1B,2497-33087,MALL,AHY,M,1250,286,57,48.2,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,12/10/24,,
"Sent to UMass, e vials to URI",1/14/26,MDP483,Poplar Waterfowl,11/25/25,1B,2497-33258,ABDX,AHY,M,1440,292,56.3,47.1,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP484,Poplar Waterfowl,11/25/25,1B,2497-33259,MALL,AHY,M,1150,280,54.3,50.9,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP485,Poplar Waterfowl,11/25/25,1B,2497-33260,MALL,AHY,F,1240,278,52.8,47,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP486,Poplar Waterfowl,11/25/25,1B,2497-33261,MALL,AHY,M,1425,281,55,47.5,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP487,Poplar Waterfowl,11/25/25,1B,2497-33262,MALL,AHY,F,1160,265,49.9,43.9,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP488,Poplar Waterfowl,11/25/25,1B,2497-33263,MALL,AHY,F,1000,256,52.7,40.3,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP489,Poplar Waterfowl,11/25/25,1B,2497-33264,MALL,AHY,F,980,274,51.5,44.1,2,Y,,,,,,,,,N,,,,,,Yes,Y,N,N,Y,N,Y,1,PARTIAL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP490,Poplar Waterfowl,11/25/25,5AB,2497-33266,MALL,AHY,M,1340,298,54.4,47.5,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP491,Poplar Waterfowl,11/25/25,5AB,2497-33265,MALL,AHY,M,1150,277,54.9,43.7,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP492,Poplar Waterfowl,11/25/25,5AB,2497-33267,MALL,AHY,M,,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP493,Poplar Waterfowl,11/25/25,5AB,2497-33268,MALL,AHY,M,1300,289,54.3,49.3,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP494,Poplar Waterfowl,11/25/25,5AB,2497-33270,MALL,AHY,M,1200,279,60.7,48.5,3,Y,,,,,,,,,Y,,,,,"Band replaced, GIVEN TO BBLFOR ETCHING (2117-3xx82)",Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP495,Poplar Waterfowl,11/25/25,5AB,2497-33269,MALL,AHY,M,1250,282,56.7,46.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP496,Poplar Waterfowl,11/25/25,5AB,2497-33271,MALL,AHY,M,1150,281,54.2,44.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP497,Poplar Waterfowl,11/25/25,5AB,2497-33272,MALL,AHY,M,1490,293,56.5,48.3,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP498,Poplar Waterfowl,11/25/25,5AB,2497-33273,MALL,AHY,M,1350,270,56.2,48.3,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP499,Poplar Waterfowl,11/25/25,5AB,2497-33274,MALL,AHY,F,1100,285,51.5,45.8,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP500,Poplar Waterfowl,11/25/25,5AB,2497-33275,MALL,AHY,F,1100,264,51,44.1,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP501,Poplar Waterfowl,11/25/25,5AB,2497-33276,MALL,AHY,F,850,271,52.1,41.4,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP502,Poplar Waterfowl,11/25/25,5AB,2497-33277,MALL,AHY,F,1350,285,54,46.9,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP503,Poplar Waterfowl,11/25/25,5AB,2497-33278,MALL,AHY,F,950,248,50.6,41.5,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP504,Poplar Waterfowl,11/25/25,5AB,2497-33279,MALL,AHY,M,1150,271,57.8,46,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP505,Poplar Waterfowl,11/25/25,5AB,2497-33280,ABDX,AHY,M,1200,287,52.1,46.2,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP506,Poplar Waterfowl,11/25/25,5AB,2497-33281,MALL,AHY,F,1070,251,52.7,42.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP507,Poplar Waterfowl,11/26/25,5AB,2497-33282,MALL,AHY,M,1400,268,55,47.5,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP508,Poplar Waterfowl,11/26/25,5AB,2497-31466,MALL,AHY,M,1130,281,54.4,52.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP509,Poplar Waterfowl,11/26/25,5AB,2497-33283,MALL,AHY,M,1250,280,55.2,45.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP510,Poplar Waterfowl,11/26/25,5AB,2497-33284,MALL,AHY,M,1260,290,56.4,46.2,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP511,Poplar Waterfowl,11/26/25,5AB,2497-33285,ABDU,AHY,M,1350,280,54,45.5,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP512,Poplar Waterfowl,11/26/25,5AB,2497-33286,ABDU,AHY,M,1350,297,52.1,45.5,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP513,Poplar Waterfowl,11/26/25,5AB,2497-33287,ABDX,HY,M,1250,265,52.4,47.6,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,MDP514,Poplar Waterfowl,11/26/25,5AB,2497-33288,ABDX,AHY,M,1340,290,59.1,48.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",3/31/26,25JH382,Poplar Waterfowl,2/25/26,1A,2497-31483,MALL,ASY,M,1240,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH383,Poplar Waterfowl,2/25/26,1B,2497-85510,MALL,ASY,M,1420,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH384,Poplar Waterfowl,2/25/26,3D,2497-85497,MALL,ASY,M,1320,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH385,Poplar Waterfowl,2/25/26,3D,2497-85472,ABDU,ASY,M,1100,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH386,Poplar Waterfowl,2/26/26,1B,2497-30827,ABDX,ASY,F,1100,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH387,Poplar Waterfowl,2/26/26,1B,2227-24410,ABDU,ASY,M,1180,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH388,Poplar Waterfowl,2/26/26,3D,2497-85364,MALL,ASY,M,1180,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH390,Poplar Waterfowl,2/27/26,3D,2497-85523,MALL,ASY,M,1040,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH391,Poplar Waterfowl,2/27/26,3D,2227-24402,ABDU,ASY,M,1400,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,N,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH392,Poplar Waterfowl,2/27/26,5AB,2257-23684,MALL,ASY,M,1260,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH393,Poplar Waterfowl,2/27/26,5AB,2497-85409,MALL,ASY,M,1500,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH394,Poplar Waterfowl,2/27/26,5AB,2497-85542,MALL,ASY,M,1250,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH395,Poplar Waterfowl,2/27/26,5AB,2497-85359,MALL,ASY,M,1250,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH396,Poplar Waterfowl,2/27/26,5AB,2497-85348,ABDU,ASY,M,1140,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH397,Poplar Waterfowl,2/27/26,5AB,2257-23692,MALL,ASY,F,1150,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH398,Poplar Waterfowl,3/3/26,1B,2497-85307,MALL,ASY,M,1150,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,N,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH399,Poplar Waterfowl,3/3/26,1B,2497-85382,MALL,ASY,M,1400,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH400,Poplar Waterfowl,3/3/26,1B,2497-85390,MALL,ASY,F,1300,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH401,Poplar Waterfowl,3/3/26,1B,2497-85392,MALL,SY,F,1280,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,N,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH402,Poplar Waterfowl,3/3/26,5AB,2497-85507,MALL,ASY,M,1400,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH403,Poplar Waterfowl,3/3/26,5AB,2497-85397,MALL,ASY,M,1520,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,N,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH404,Poplar Waterfowl,3/4/26,3D,2227-24451,MALL,ASY,F,1140,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH405,Poplar Waterfowl,3/4/26,3D,2497-85383,MALL,SY,M,1450,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH406,Poplar Waterfowl,3/4/26,3D,2497-33109,ABDU,ASY,M,1350,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH407,Poplar Waterfowl,3/4/26,5AB,2497-33114,MALL,ASY,M,1480,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,N,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH408,Poplar Waterfowl,3/5/26,3D,2497-85613,MALL,ASY,F,1120,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,N,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH409,Poplar Waterfowl,3/5/26,5AB,1336-32002,REDH,SY,F,1120,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
"Sent to UMass, e vials to URI",3/31/26,25JH410,Poplar Waterfowl,3/5/26,5AB,1336-32003,REDH,ASY,M,1400,,,,,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,NA,FULL,NA,,
